date, pm25, pm10, o3, no2, so2, co,
23/9/2014, ,34,13,4, ,6,
24/9/2014, ,33,32,6, ,7,
25/9/2014, ,47,27,5, ,7,
26/9/2014, ,43,35,4,1,7,
27/9/2014, ,44,28,6,2,8,
28/9/2014, ,44,30,6,3,7,
29/9/2014, ,36,22,3,1,6,
30/9/2014, ,30,27,5,1,8,
1/4/2014, ,42, , , , ,
2/4/2014, ,30,17,7, ,3,
3/4/2014, ,16,14,13, ,5,
4/4/2014, ,40,12,13,8,7,
5/4/2014, ,50,5,8,1,6,
12/4/2014, ,53, , , ,6,
14/4/2014, ,46,22,10,1, ,
15/4/2014, ,49,17,7,2,5,
16/4/2014, ,40,15,11,4,6,
17/4/2014, ,48,14,11,4,6,
18/4/2014, ,45,18,11,4,7,
19/4/2014, ,51,18,13, ,10,
20/4/2014, ,43, , , ,8,
22/4/2014, ,42,17,10, ,5,
23/4/2014, ,40,10,11, ,5,
24/4/2014, ,39,14,18,2,4,
25/4/2014, ,40,20,6,2,2,
26/4/2014, ,48,22,5,7,1,
27/4/2014, ,35,29,5, ,1,
28/4/2014, ,37,18,4,7,1,
29/4/2014, ,38,21,7,1,1,
30/4/2014, ,42,24,8,8,2,
1/5/2014, ,39,24,13,6,2,
2/5/2014, ,52,23,9,7,3,
3/5/2014, ,51,18,2,7,3,
4/5/2014, ,41,12,5,10,1,
5/5/2014, ,26,16,4,9,2,
6/5/2014, ,32,16,4,10,1,
7/5/2014, ,29,20,8,9,2,
8/5/2014, ,35,25,8,11,2,
9/5/2014, ,41,24,12,10,3,
10/5/2014, ,46,27,8,11,2,
11/5/2014, ,47,24,8,9,2,
12/5/2014, ,39,17,7,10,1,
13/5/2014, ,34,16,10,8,2,
14/5/2014, ,40,18,7,13,2,
15/5/2014, ,41,18,7,11,1,
16/5/2014, ,34,22,10,12,3,
17/5/2014, ,33,11,10,11,2,
18/5/2014, ,41,32,7,10,2,
19/5/2014, ,38,27,9,11,2,
20/5/2014, ,35,29,9,14,3,
21/5/2014, ,37,20,8,14,2,
22/5/2014, ,39,23,7,15,2,
23/5/2014, ,39,25,5,13,2,
24/5/2014, ,38,28,6,15,2,
25/5/2014, ,34,26,4,15,1,
26/5/2014, ,29,24,10,11,3,
27/5/2014, ,38,26,11,3,4,
28/5/2014, ,47,20,6,6,2,
29/5/2014, ,40,18,7,5,2,
30/5/2014, ,31,17,7,6,2,
31/5/2014, ,33,17,5,6,2,
1/6/2014, ,31,25,9,5,3,
2/6/2014, ,33,18,7,6,3,
3/6/2014, ,41,14,8,7,3,
4/6/2014, ,39,18,8,7,4,
5/6/2014, ,33,31,7,10,3,
6/6/2014, ,40,34,8,9,3,
7/6/2014, ,40,27,7,12,3,
8/6/2014, ,43,22,9,9,4,
9/6/2014, ,44,22,9,11,4,
10/6/2014, ,45,12,8,10,4,
11/6/2014, ,49,8,9,5,2,
12/6/2014, ,40,14,10,6,2,
13/6/2014, ,46,19,12,1,2,
14/6/2014, ,47,26,8,2,1,
15/6/2014, ,50,25,11,2,2,
16/6/2014, ,58,28,7,1,1,
17/6/2014, ,56,32,19,4,7,
18/6/2014, ,62,19,9,2,4,
19/6/2014, ,60,26,11,1,2,
20/6/2014, ,58,25,9,1,1,
21/6/2014, ,67,11,9,5,2,
22/6/2014, ,64,12,7,9,1,
23/6/2014, ,55,13,10,9,2,
24/6/2014, ,55,31,12,5,2,
25/6/2014, ,55,45,10, ,2,
26/6/2014, ,60,14,12, ,4,
27/6/2014, ,59, , , , ,
3/1/2014, ,42, , , , ,
6/1/2014, ,39,23,5,10,5,
7/1/2014, ,40,20,6,2,6,
8/1/2014, ,53,17,5,1,5,
15/1/2014, ,35,38,6,7,6,
16/1/2014, ,46,37,4, ,6,
17/1/2014, ,45, , , , ,
20/1/2014, ,42, , , , ,
22/1/2014, ,45,48,3,1,8,
23/1/2014, ,53,40,3,2,7,
24/1/2014, ,65, , , , ,
27/1/2014, ,53, ,10,8,10,
29/1/2014, ,31,23,2,5,6,
30/1/2014, ,36,21,2,2,6,
31/1/2014, ,36, , , , ,
3/2/2014, ,49,8,21,10,17,
4/2/2014, ,62,21, ,12,11,
5/2/2014, ,54,15, ,8,12,
6/2/2014, ,46,12, , ,10,
7/2/2014, ,40,8,16, ,11,
8/2/2014, ,44, , , , ,
10/2/2014, ,47,11,13,4,10,
11/2/2014, ,48,12,8, ,7,
12/2/2014, ,38,17,3,2,6,
13/2/2014, ,40, , , , ,
14/2/2014, ,38, , , , ,
16/2/2014, ,44,21,1,2,6,
17/2/2014, ,39,16,3,5,7,
18/2/2014, ,40,13,7,2,5,
19/2/2014, ,40,19,2, ,3,
20/2/2014, ,40,24,1,61,3,
23/2/2014, ,32,26,3, , ,
24/2/2014, ,41,24,7, ,4,
25/2/2014, ,42,21,4, ,3,
26/2/2014, ,47,18,1,4,2,
27/2/2014, ,32,18,2, ,2,
28/2/2014, ,29,12,8,21,4,
1/3/2014, ,34,8,5,40,4,
2/3/2014, ,41,20,9, ,5,
3/3/2014, ,49,28,8, ,4,
4/3/2014, ,50,26,2, ,3,
5/3/2014, ,46,20,4, ,2,
6/3/2014, ,40, , , , ,
7/3/2014, ,34,23,1, ,2,
8/3/2014, ,32, , , , ,
10/3/2014, ,40,19,3, ,3,
11/3/2014, ,35,20,7, ,4,
12/3/2014, ,39,18,6,8,4,
13/3/2014, ,44,17,3,5,3,
14/3/2014, ,42,14,2,5,4,
15/3/2014, ,34, , , , ,
17/3/2014, ,39,13,1,1,3,
18/3/2014, ,34,12, , ,5,
19/3/2014, ,37,15,9,1,6,
20/3/2014, ,51,14,18,7,10,
21/3/2014, ,58, , , , ,
25/3/2014, ,39,15,1, ,4,
26/3/2014, ,36,20,1, ,4,
27/3/2014, ,36,13,6, ,5,
28/3/2014, ,39,12,2, ,4,
29/3/2014, ,31,12,1,8,4,
30/3/2014, ,23,16,1, ,5,
31/3/2014, ,30,12,13,1,8,
21/2/2019, , ,9,2, , ,
14/3/2019, , ,17,2, , ,
9/10/2018, , ,9,2, , ,
10/10/2018, , ,8,2, , ,
11/10/2018, , ,6,1, , ,
7/11/2018, , ,10,1, , ,
22/6/2018, , ,7,1, , ,
23/6/2018, , ,6,1, , ,
24/6/2018, , ,5,1, , ,
25/6/2018, , ,11,1, , ,
26/6/2018, , ,9,1, , ,
14/5/2016, , ,40, ,2, ,
28/3/2016, , ,43,3,4, ,
2/1/2016, , ,33,36, ,18,
19/8/2015, , ,13, ,17,8,
20/8/2015, , ,12,8,14,10,
21/8/2015, , ,12,8,16,11,
22/8/2015, , ,16,6,14,10,
23/8/2015, , ,13,8,12,10,
24/8/2015, , ,20,10,7,8,
9/4/2015, , ,17,1,6,4,
28/5/2015, , ,17,10,41,8,
24/3/2015, , ,16,1,8,6,
25/3/2015, , ,19,1, ,2,
16/10/2014, , ,19,4,22,7,
19/11/2014, , ,47,5, ,4,
30/11/2014, , ,61,4, ,4,
30/6/2014, , ,6,10, ,5,
6/7/2014, , ,13,6,13,1,
30/7/2014, , ,12,6,6,3,
22/8/2014, , ,23,3,3,2,
6/4/2014, , ,15,7,5,3,
7/4/2014, , ,12,9,5,5,
8/4/2014, , ,20,10,2,6,
9/4/2014, , ,14,10,2,5,
10/4/2014, , ,14,11,5,6,
11/4/2014, , ,14,13, ,6,
13/4/2014, , ,18,11, , ,
21/4/2014, , ,19,11, ,5,
2/1/2014, , ,22,6, ,6,
5/1/2014, , ,20,6,2,4,
9/1/2014, , ,18,3,2,4,
10/1/2014, , ,28,3,4,4,
11/1/2014, , ,24,2,7,4,
12/1/2014, , ,21,4,5, ,
13/1/2014, , ,22,6,4, ,
14/1/2014, , ,27,5, ,5,
21/1/2014, , ,35,3,11,6,
26/1/2014, , ,25,6,8,7,
28/1/2014, , ,20,1,4,6,
2/2/2014, , ,6,13,10,15,
9/2/2014, , ,9,22,2,13,
15/2/2014, , ,28,2,5,6,
22/2/2014, , ,23,4, ,3,
9/3/2014, , ,22,3, ,3,
16/3/2014, , ,11,3,1,3,
22/3/2014, , ,24,1, ,4,
23/3/2014, , ,19,3, ,4,
24/3/2014, , ,20,1,1,5,
8/3/2015, , , ,3,1,2,
15/3/2015, , , ,2,9,3,
24/12/2017, , , , ,2, ,
12/6/2018, , , , , , ,
13/6/2018, , , , , , ,
14/6/2018, , , , , , ,
15/6/2018, , , , , , ,
16/6/2018, , , , , , ,
